l2_tenant_id,order_id,user_id,product_id,category,quantity,amount,order_time,channel
aura_beauty,ORD-AURA-000108,aura_beauty_user_0079,AB-SK02,skincare,2,5595.72,2025-02-06 01:10:00,instagram
aura_beauty,ORD-AURA-000666,aura_beauty_user_0100,AB-SK04,skincare,2,2387.92,2026-01-02 23:41:00,shopee
nest_home,ORD-NEST-001620,nest_home_user_0126,GEN-SK01,skincare,2,3537.3,2025-08-14 08:05:00,shopee
loom_fashion,ORD-LOOM-001115,loom_fashion_user_0049,GEN-SK01,skincare,1,1309.61,2026-04-19 04:50:00,website
aura_beauty,ORD-AURA-000376,aura_beauty_user_0189,AB-BE01,beauty,3,5179.32,2025-04-22 13:06:00,instagram
nest_home,ORD-NEST-001383,nest_home_user_0149,NH-HO03,home,1,5336.61,2025-11-18 00:40:00,website
nest_home,ORD-NEST-001453,nest_home_user_0194,NH-HO02,home,3,9804.03,2025-10-17 09:03:00,shopee
loom_fashion,ORD-LOOM-000924,loom_fashion_user_0174,LF-FA04,fashion,3,3423.57,2025-08-13 16:42:00,website
loom_fashion,ORD-LOOM-000850,loom_fashion_user_0014,LF-BE01,beauty,2,7989.44,2025-12-04 06:17:00,website
aura_beauty,ORD-AURA-000526,aura_beauty_user_0103,AB-SK01,skincare,2,5530.84,2025-04-04 03:25:00,shopee
loom_fashion,ORD-LOOM-001293,loom_fashion_user_0030,GEN-SK01,skincare,3,14682.9,2026-02-26 06:34:00,website
nest_home,ORD-NEST-001426,nest_home_user_0178,NH-HO04,home,2,4947.66,2025-04-23 23:52:00,shopee
aura_beauty,ORD-AURA-000633,aura_beauty_user_0068,AB-BE02,beauty,2,3870.8,2025-01-05 22:53:00,website
loom_fashion,ORD-LOOM-001349,loom_fashion_user_0137,LF-FA04,fashion,3,3273.39,2025-08-27 14:41:00,shopee
aura_beauty,ORD-AURA-000011,aura_beauty_user_0009,AB-BE03,beauty,2,5685.94,2026-02-02 01:14:00,shopee
aura_beauty,ORD-AURA-000293,aura_beauty_user_0134,AB-SK02,skincare,3,5974.35,2025-03-26 10:54:00,shopee
aura_beauty,ORD-AURA-000322,aura_beauty_user_0182,AB-SK01,skincare,2,1762.72,2025-11-19 07:04:00,website
loom_fashion,ORD-LOOM-001064,loom_fashion_user_0103,LF-FA05,fashion,2,2106.28,2025-10-01 19:20:00,website
aura_beauty,ORD-AURA-000549,aura_beauty_user_0052,AB-SK03,skincare,3,7644.27,2025-10-11 20:13:00,website
aura_beauty,ORD-AURA-000028,aura_beauty_user_0173,AB-SK04,skincare,2,3353.94,2025-08-28 23:03:00,instagram
loom_fashion,ORD-LOOM-001247,loom_fashion_user_0100,LF-FA05,fashion,1,4536.29,2025-03-29 10:48:00,website
nest_home,ORD-NEST-001479,nest_home_user_0199,GEN-BE01,beauty,1,574.54,2025-03-13 00:23:00,shopee
aura_beauty,ORD-AURA-000576,aura_beauty_user_0176,AB-SK01,skincare,2,6159.8,2025-02-24 09:50:00,shopee
aura_beauty,ORD-AURA-000358,aura_beauty_user_0187,AB-SK01,skincare,2,1579.5,2025-08-01 02:07:00,website
nest_home,ORD-NEST-001536,nest_home_user_0156,NH-HO02,home,3,5845.2,2025-06-22 10:37:00,instagram
loom_fashion,ORD-LOOM-001245,loom_fashion_user_0027,LF-FA02,fashion,2,1464.62,2025-07-13 07:24:00,website
aura_beauty,ORD-AURA-000285,aura_beauty_user_0110,AB-BE01,beauty,1,2198.06,2025-11-24 12:52:00,instagram
aura_beauty,ORD-AURA-000235,aura_beauty_user_0045,AB-BE02,beauty,1,840.05,2026-03-13 02:28:00,instagram
nest_home,ORD-NEST-001971,nest_home_user_0158,NH-HO02,home,2,5324.06,2025-10-29 15:40:00,instagram
nest_home,ORD-NEST-001393,nest_home_user_0043,NH-HO03,home,2,1884.78,2026-02-11 18:19:00,website
nest_home,ORD-NEST-001528,nest_home_user_0062,NH-HO03,home,1,2806.19,2026-01-19 03:44:00,shopee
loom_fashion,ORD-LOOM-001253,loom_fashion_user_0142,LF-BE01,beauty,1,3158.11,2025-02-13 23:18:00,shopee
nest_home,ORD-NEST-001511,nest_home_user_0087,NH-FA02,fashion,1,5673.69,2026-01-30 17:18:00,instagram
nest_home,ORD-NEST-001959,nest_home_user_0036,NH-HO04,home,2,10952.16,2025-02-14 19:16:00,shopee
nest_home,ORD-NEST-001714,nest_home_user_0038,NH-FA02,fashion,1,5325.35,2025-08-30 09:23:00,shopee
loom_fashion,ORD-LOOM-001042,loom_fashion_user_0131,LF-BE01,beauty,3,14836.05,2025-05-26 06:05:00,shopee
nest_home,ORD-NEST-001457,nest_home_user_0173,NH-FA01,fashion,3,12927.54,2025-09-11 04:14:00,instagram
loom_fashion,ORD-LOOM-000794,loom_fashion_user_0150,LF-FA03,fashion,2,7538.64,2026-04-14 11:05:00,website
aura_beauty,ORD-AURA-000488,aura_beauty_user_0099,AB-SK03,skincare,3,8428.95,2025-02-16 09:01:00,website
loom_fashion,ORD-LOOM-001345,loom_fashion_user_0159,GEN-HO02,home,1,2249.3,2025-05-27 12:26:00,website
aura_beauty,ORD-AURA-000574,aura_beauty_user_0005,GEN-FA02,fashion,2,3507.16,2025-07-27 13:20:00,shopee
loom_fashion,ORD-LOOM-001077,loom_fashion_user_0175,LF-BE02,beauty,2,3189.1,2025-09-16 10:56:00,shopee
aura_beauty,ORD-AURA-000540,aura_beauty_user_0088,AB-SK04,skincare,1,769.97,2025-12-04 07:00:00,shopee
aura_beauty,ORD-AURA-000122,aura_beauty_user_0130,AB-SK02,skincare,1,1267.24,2026-02-09 13:21:00,shopee
loom_fashion,ORD-LOOM-001297,loom_fashion_user_0142,LF-BE02,beauty,3,5382.03,2025-11-17 20:38:00,website
loom_fashion,ORD-LOOM-000887,loom_fashion_user_0085,GEN-SK02,skincare,1,708.42,2026-01-14 17:32:00,shopee
loom_fashion,ORD-LOOM-001012,loom_fashion_user_0078,LF-FA05,fashion,2,7305.88,2025-12-20 21:25:00,website
nest_home,ORD-NEST-001594,nest_home_user_0046,NH-HO01,home,3,3611.82,2026-01-10 06:17:00,shopee
nest_home,ORD-NEST-001799,nest_home_user_0146,GEN-SK01,skincare,3,14102.28,2026-03-31 09:39:00,website
nest_home,ORD-NEST-001418,nest_home_user_0052,GEN-SK01,skincare,2,4870.46,2025-08-20 19:32:00,shopee
aura_beauty,ORD-AURA-000124,aura_beauty_user_0117,AB-SK04,skincare,2,2847.04,2026-01-26 17:24:00,shopee
nest_home,ORD-NEST-001921,nest_home_user_0189,NH-FA01,fashion,3,10783.29,2025-06-01 23:03:00,website
aura_beauty,ORD-AURA-000012,aura_beauty_user_0055,AB-SK01,skincare,1,3038.43,2025-10-18 22:20:00,instagram
aura_beauty,ORD-AURA-000263,aura_beauty_user_0085,AB-SK04,skincare,3,6193.47,2025-09-01 00:23:00,instagram
loom_fashion,ORD-LOOM-001270,loom_fashion_user_0197,LF-FA01,fashion,1,1231.07,2025-06-26 16:00:00,website
nest_home,ORD-NEST-001572,nest_home_user_0189,NH-HO01,home,3,14350.68,2025-11-06 04:06:00,instagram
loom_fashion,ORD-LOOM-000971,loom_fashion_user_0041,LF-FA02,fashion,3,6002.4,2025-10-22 02:07:00,website
loom_fashion,ORD-LOOM-000719,loom_fashion_user_0005,LF-FA05,fashion,3,14840.94,2025-12-22 22:42:00,shopee
nest_home,ORD-NEST-001767,nest_home_user_0037,GEN-BE01,beauty,2,9459.12,2026-03-30 16:12:00,instagram
aura_beauty,ORD-AURA-000227,aura_beauty_user_0155,AB-SK01,skincare,1,1410.95,2025-06-01 09:28:00,instagram
nest_home,ORD-NEST-001454,nest_home_user_0014,NH-HO01,home,2,9326.62,2026-03-24 16:29:00,website
nest_home,ORD-NEST-001395,nest_home_user_0162,NH-HO04,home,2,2907.46,2025-06-30 11:57:00,website
nest_home,ORD-NEST-001776,nest_home_user_0084,NH-HO02,home,1,2740.5,2025-12-11 08:48:00,website
nest_home,ORD-NEST-001416,nest_home_user_0152,NH-HO04,home,1,2974.26,2025-06-24 06:52:00,instagram
nest_home,ORD-NEST-001419,nest_home_user_0027,NH-HO03,home,2,2532.24,2025-06-07 18:41:00,website
aura_beauty,ORD-AURA-000423,aura_beauty_user_0096,AB-SK01,skincare,1,2994.36,2025-09-24 13:44:00,shopee
aura_beauty,ORD-AURA-000479,aura_beauty_user_0061,AB-BE03,beauty,3,4848.54,2025-07-22 10:44:00,website
aura_beauty,ORD-AURA-000210,aura_beauty_user_0021,GEN-FA02,fashion,1,1601.54,2025-07-11 07:24:00,shopee
nest_home,ORD-NEST-001685,nest_home_user_0029,NH-FA01,fashion,1,4872.38,2026-01-24 18:48:00,instagram
loom_fashion,ORD-LOOM-000783,loom_fashion_user_0158,LF-FA04,fashion,2,3367.94,2025-04-25 04:55:00,shopee
loom_fashion,ORD-LOOM-001318,loom_fashion_user_0180,LF-FA04,fashion,3,9507.27,2025-12-22 23:14:00,website
nest_home,ORD-NEST-001485,nest_home_user_0159,NH-HO02,home,3,15959.64,2025-09-14 09:25:00,website
loom_fashion,ORD-LOOM-001265,loom_fashion_user_0069,LF-FA04,fashion,2,3947.86,2025-08-08 05:34:00,website
loom_fashion,ORD-LOOM-001141,loom_fashion_user_0182,LF-BE02,beauty,1,1247.41,2025-04-16 09:27:00,shopee
aura_beauty,ORD-AURA-000017,aura_beauty_user_0112,AB-BE03,beauty,2,5272.94,2025-06-24 03:18:00,website
nest_home,ORD-NEST-001502,nest_home_user_0186,NH-FA01,fashion,2,8634.04,2025-04-18 03:23:00,website
nest_home,ORD-NEST-001367,nest_home_user_0180,NH-HO03,home,3,12105.72,2025-08-12 20:18:00,instagram
nest_home,ORD-NEST-001473,nest_home_user_0061,NH-HO04,home,2,8824.16,2026-01-31 23:50:00,website
loom_fashion,ORD-LOOM-001213,loom_fashion_user_0174,LF-FA02,fashion,2,9787.1,2025-06-13 11:51:00,website
aura_beauty,ORD-AURA-000546,aura_beauty_user_0083,AB-BE03,beauty,1,786.98,2025-12-03 19:38:00,instagram
aura_beauty,ORD-AURA-000247,aura_beauty_user_0164,AB-SK03,skincare,3,3255.78,2025-10-20 13:39:00,website
loom_fashion,ORD-LOOM-001295,loom_fashion_user_0003,LF-BE02,beauty,3,5865.3,2025-01-30 20:52:00,shopee
loom_fashion,ORD-LOOM-000946,loom_fashion_user_0070,LF-BE01,beauty,3,12934.68,2025-02-18 18:21:00,website
nest_home,ORD-NEST-001711,nest_home_user_0027,NH-FA01,fashion,2,6097.8,2025-06-13 16:30:00,instagram
aura_beauty,ORD-AURA-000047,aura_beauty_user_0079,AB-SK03,skincare,3,6106.71,2025-08-09 04:02:00,shopee
nest_home,ORD-NEST-001888,nest_home_user_0147,NH-FA01,fashion,1,791.98,2025-07-11 02:09:00,website
loom_fashion,ORD-LOOM-001315,loom_fashion_user_0109,LF-FA02,fashion,1,3982.73,2025-06-30 10:31:00,shopee
aura_beauty,ORD-AURA-000201,aura_beauty_user_0076,GEN-FA02,fashion,1,1129.02,2025-03-12 04:04:00,website
nest_home,ORD-NEST-001609,nest_home_user_0114,NH-HO02,home,1,2614.76,2026-03-10 03:03:00,instagram
nest_home,ORD-NEST-001929,nest_home_user_0027,NH-FA01,fashion,2,1472.68,2025-02-04 04:09:00,instagram
loom_fashion,ORD-LOOM-000929,loom_fashion_user_0026,LF-FA03,fashion,2,5646.6,2025-11-18 04:01:00,website
aura_beauty,ORD-AURA-000366,aura_beauty_user_0090,GEN-HO02,home,3,4739.43,2025-07-20 18:07:00,shopee
aura_beauty,ORD-AURA-000578,aura_beauty_user_0163,AB-BE01,beauty,3,4759.05,2026-02-13 17:18:00,website
loom_fashion,ORD-LOOM-001193,loom_fashion_user_0022,LF-FA05,fashion,1,4415.27,2025-03-27 02:18:00,shopee
aura_beauty,ORD-AURA-000412,aura_beauty_user_0146,GEN-HO01,home,2,3529.82,2025-07-04 01:31:00,website
loom_fashion,ORD-LOOM-001250,loom_fashion_user_0181,LF-FA03,fashion,3,12076.8,2025-12-14 19:26:00,shopee
aura_beauty,ORD-AURA-000624,aura_beauty_user_0179,AB-SK03,skincare,1,592.47,2025-11-03 16:33:00,website
aura_beauty,ORD-AURA-000258,aura_beauty_user_0116,AB-BE01,beauty,2,4075.02,2025-02-07 12:32:00,instagram
loom_fashion,ORD-LOOM-000902,loom_fashion_user_0132,LF-FA03,fashion,3,10897.71,2025-12-22 03:23:00,website
loom_fashion,ORD-LOOM-001325,loom_fashion_user_0106,LF-FA02,fashion,3,8858.28,2026-05-01 09:30:00,shopee
nest_home,ORD-NEST-001844,nest_home_user_0066,GEN-SK02,skincare,1,1367.32,2025-06-17 05:47:00,instagram
aura_beauty,ORD-AURA-000192,aura_beauty_user_0083,AB-SK01,skincare,2,6054.14,2025-10-20 20:12:00,instagram
loom_fashion,ORD-LOOM-001153,loom_fashion_user_0046,LF-FA03,fashion,1,1421.83,2025-01-10 19:06:00,shopee
loom_fashion,ORD-LOOM-001207,loom_fashion_user_0072,LF-FA01,fashion,1,4675.42,2025-06-17 12:49:00,website
nest_home,ORD-NEST-001846,nest_home_user_0133,NH-HO02,home,1,3328.63,2025-09-12 06:08:00,website
nest_home,ORD-NEST-001681,nest_home_user_0009,NH-FA01,fashion,1,2839.94,2025-02-05 00:47:00,instagram
loom_fashion,ORD-LOOM-001224,loom_fashion_user_0110,LF-FA05,fashion,1,3599.98,2026-03-16 04:24:00,website
nest_home,ORD-NEST-001359,nest_home_user_0083,NH-HO02,home,1,4215.7,2025-10-24 19:09:00,instagram
nest_home,ORD-NEST-001901,nest_home_user_0092,NH-HO01,home,3,5354.79,2026-03-06 10:28:00,instagram
loom_fashion,ORD-LOOM-000872,loom_fashion_user_0167,LF-FA02,fashion,1,4899.57,2025-05-03 17:07:00,shopee
loom_fashion,ORD-LOOM-000745,loom_fashion_user_0042,GEN-SK01,skincare,2,4160.56,2025-11-29 22:50:00,website
aura_beauty,ORD-AURA-000153,aura_beauty_user_0102,AB-SK03,skincare,3,9019.86,2025-11-27 11:03:00,shopee
aura_beauty,ORD-AURA-000697,aura_beauty_user_0130,AB-BE02,beauty,1,962.9,2025-04-03 17:25:00,shopee
aura_beauty,ORD-AURA-000542,aura_beauty_user_0101,AB-SK04,skincare,1,1206.18,2025-04-11 06:07:00,website
nest_home,ORD-NEST-001556,nest_home_user_0077,NH-HO02,home,3,6721.5,2025-09-29 21:11:00,website
nest_home,ORD-NEST-001790,nest_home_user_0075,GEN-SK01,skincare,3,4060.44,2025-11-19 10:06:00,shopee
loom_fashion,ORD-LOOM-001191,loom_fashion_user_0146,LF-FA02,fashion,1,2776.96,2025-09-15 03:28:00,website
loom_fashion,ORD-LOOM-000716,loom_fashion_user_0022,LF-FA02,fashion,1,3630.19,2025-03-21 23:54:00,website
loom_fashion,ORD-LOOM-001029,loom_fashion_user_0157,LF-FA04,fashion,2,9639.52,2026-01-22 03:06:00,website
nest_home,ORD-NEST-001523,nest_home_user_0081,NH-HO02,home,3,1601.55,2025-11-08 06:51:00,instagram
loom_fashion,ORD-LOOM-001284,loom_fashion_user_0050,LF-FA04,fashion,1,2978.96,2025-03-20 01:08:00,shopee
aura_beauty,ORD-AURA-000290,aura_beauty_user_0107,AB-SK02,skincare,2,1850.02,2026-01-18 19:23:00,instagram
aura_beauty,ORD-AURA-000248,aura_beauty_user_0176,AB-SK03,skincare,3,9478.32,2025-09-05 07:51:00,shopee
loom_fashion,ORD-LOOM-000709,loom_fashion_user_0057,LF-FA04,fashion,2,7839.36,2025-10-22 16:05:00,shopee
aura_beauty,ORD-AURA-000581,aura_beauty_user_0042,GEN-FA02,fashion,1,1646.59,2025-11-27 16:09:00,website
nest_home,ORD-NEST-001734,nest_home_user_0173,NH-HO03,home,2,2387.52,2026-03-15 07:37:00,shopee
nest_home,ORD-NEST-001823,nest_home_user_0039,NH-HO02,home,2,8258.66,2026-03-27 05:32:00,shopee
loom_fashion,ORD-LOOM-001337,loom_fashion_user_0010,LF-FA02,fashion,1,3208.98,2025-07-15 15:37:00,shopee
loom_fashion,ORD-LOOM-001204,loom_fashion_user_0009,LF-FA02,fashion,3,13347.12,2026-02-06 22:32:00,website
nest_home,ORD-NEST-001423,nest_home_user_0104,NH-HO04,home,3,15899.61,2025-04-10 09:12:00,website
nest_home,ORD-NEST-001548,nest_home_user_0036,NH-FA01,fashion,2,10186.34,2025-09-10 08:05:00,shopee
aura_beauty,ORD-AURA-000102,aura_beauty_user_0134,AB-BE02,beauty,3,6470.49,2025-11-13 07:49:00,shopee
nest_home,ORD-NEST-001835,nest_home_user_0046,NH-HO01,home,3,15039.12,2026-01-14 16:33:00,instagram
loom_fashion,ORD-LOOM-001002,loom_fashion_user_0088,LF-BE01,beauty,2,6791.28,2025-02-17 01:32:00,shopee
aura_beauty,ORD-AURA-000380,aura_beauty_user_0174,GEN-HO02,home,2,4183.56,2026-03-16 16:57:00,website
aura_beauty,ORD-AURA-000275,aura_beauty_user_0123,AB-SK01,skincare,2,6137.34,2025-12-02 08:47:00,website
aura_beauty,ORD-AURA-000113,aura_beauty_user_0121,GEN-FA01,fashion,3,5133.6,2026-02-21 15:05:00,shopee
aura_beauty,ORD-AURA-000149,aura_beauty_user_0030,AB-BE01,beauty,1,625.11,2025-01-20 09:31:00,website
nest_home,ORD-NEST-001654,nest_home_user_0118,NH-HO02,home,3,9014.73,2026-04-03 08:22:00,instagram
loom_fashion,ORD-LOOM-000918,loom_fashion_user_0055,GEN-HO01,home,3,2125.71,2026-01-07 03:59:00,shopee
aura_beauty,ORD-AURA-000225,aura_beauty_user_0095,AB-SK04,skincare,2,6413.86,2025-09-12 22:31:00,instagram
loom_fashion,ORD-LOOM-001244,loom_fashion_user_0086,LF-FA05,fashion,2,1945.94,2025-11-24 02:23:00,shopee
aura_beauty,ORD-AURA-000498,aura_beauty_user_0172,AB-BE01,beauty,3,5957.46,2026-02-06 15:58:00,shopee
nest_home,ORD-NEST-001915,nest_home_user_0059,NH-FA01,fashion,1,5497.67,2026-02-05 20:36:00,instagram
nest_home,ORD-NEST-001998,nest_home_user_0022,NH-HO01,home,2,7133.32,2025-08-02 02:35:00,instagram
loom_fashion,ORD-LOOM-000720,loom_fashion_user_0179,LF-FA05,fashion,1,1785.91,2025-01-31 09:12:00,shopee
loom_fashion,ORD-LOOM-001328,loom_fashion_user_0024,GEN-SK02,skincare,3,4995.54,2026-04-22 05:17:00,shopee
nest_home,ORD-NEST-001912,nest_home_user_0177,NH-HO02,home,3,5663.1,2026-01-07 11:51:00,website
nest_home,ORD-NEST-001991,nest_home_user_0055,NH-HO03,home,1,2086.43,2025-05-05 15:51:00,website
nest_home,ORD-NEST-001957,nest_home_user_0164,NH-HO03,home,3,9926.88,2025-03-16 10:47:00,shopee
nest_home,ORD-NEST-001938,nest_home_user_0052,NH-HO03,home,2,6673.24,2025-09-19 12:10:00,instagram
aura_beauty,ORD-AURA-000400,aura_beauty_user_0062,AB-BE03,beauty,1,2578.75,2025-06-01 20:03:00,shopee
loom_fashion,ORD-LOOM-000988,loom_fashion_user_0169,GEN-SK02,skincare,3,14870.04,2026-01-27 04:35:00,shopee
aura_beauty,ORD-AURA-000283,aura_beauty_user_0029,AB-BE02,beauty,1,2865.8,2025-08-28 08:12:00,shopee
nest_home,ORD-NEST-001754,nest_home_user_0083,NH-HO01,home,2,5828.08,2026-04-06 08:08:00,instagram
aura_beauty,ORD-AURA-000461,aura_beauty_user_0112,AB-BE03,beauty,1,1698.51,2025-12-01 05:38:00,website
aura_beauty,ORD-AURA-000230,aura_beauty_user_0033,AB-SK01,skincare,1,2859.15,2025-12-14 14:02:00,website
nest_home,ORD-NEST-001384,nest_home_user_0020,NH-HO01,home,1,1148.03,2025-05-15 05:05:00,shopee
aura_beauty,ORD-AURA-000357,aura_beauty_user_0177,AB-SK02,skincare,2,3078.86,2025-08-26 21:37:00,instagram
nest_home,ORD-NEST-001489,nest_home_user_0157,GEN-SK01,skincare,2,11159.92,2025-08-02 19:47:00,website
nest_home,ORD-NEST-001539,nest_home_user_0173,NH-FA01,fashion,1,5128.66,2025-10-31 18:23:00,instagram
nest_home,ORD-NEST-001645,nest_home_user_0176,NH-FA01,fashion,1,2083.78,2025-10-22 16:24:00,shopee
loom_fashion,ORD-LOOM-001102,loom_fashion_user_0012,LF-FA04,fashion,3,10060.35,2025-04-06 07:08:00,website
loom_fashion,ORD-LOOM-001090,loom_fashion_user_0093,LF-BE02,beauty,2,2424.34,2025-09-23 14:31:00,website
nest_home,ORD-NEST-001794,nest_home_user_0164,NH-HO02,home,2,9550.56,2025-02-21 23:05:00,shopee
aura_beauty,ORD-AURA-000437,aura_beauty_user_0159,GEN-FA02,fashion,2,3478.72,2025-03-18 01:39:00,instagram
aura_beauty,ORD-AURA-000182,aura_beauty_user_0107,GEN-FA02,fashion,3,5078.52,2025-07-27 22:40:00,shopee
nest_home,ORD-NEST-001496,nest_home_user_0015,NH-FA01,fashion,1,5010.66,2025-05-08 01:04:00,website
nest_home,ORD-NEST-001634,nest_home_user_0053,NH-HO02,home,2,4046.1,2025-04-05 07:54:00,shopee
aura_beauty,ORD-AURA-000145,aura_beauty_user_0024,AB-BE01,beauty,3,7539.15,2025-07-23 17:23:00,shopee
nest_home,ORD-NEST-001644,nest_home_user_0026,NH-HO01,home,2,9313.4,2025-06-27 21:46:00,instagram
loom_fashion,ORD-LOOM-000712,loom_fashion_user_0158,LF-FA02,fashion,2,4771.84,2025-10-20 06:35:00,website
loom_fashion,ORD-LOOM-000710,loom_fashion_user_0191,LF-FA04,fashion,1,1257.09,2025-02-12 15:36:00,website
aura_beauty,ORD-AURA-000209,aura_beauty_user_0116,AB-SK02,skincare,2,1508.12,2026-04-12 07:52:00,shopee
aura_beauty,ORD-AURA-000297,aura_beauty_user_0074,AB-BE03,beauty,1,3098.07,2025-02-05 15:02:00,shopee
aura_beauty,ORD-AURA-000537,aura_beauty_user_0155,AB-SK01,skincare,3,6078.12,2026-02-27 02:50:00,instagram
nest_home,ORD-NEST-001588,nest_home_user_0192,NH-HO03,home,2,5686.94,2026-04-25 10:59:00,instagram
aura_beauty,ORD-AURA-000062,aura_beauty_user_0159,AB-SK02,skincare,3,2204.46,2025-09-21 21:40:00,shopee
loom_fashion,ORD-LOOM-001300,loom_fashion_user_0126,LF-FA04,fashion,1,4188.92,2025-04-01 06:36:00,website
loom_fashion,ORD-LOOM-000804,loom_fashion_user_0133,LF-FA01,fashion,1,3822.5,2025-09-27 08:29:00,website
loom_fashion,ORD-LOOM-001146,loom_fashion_user_0146,GEN-SK02,skincare,2,4680.42,2025-12-04 05:44:00,website
aura_beauty,ORD-AURA-000444,aura_beauty_user_0061,AB-BE02,beauty,2,6199.62,2026-03-09 05:11:00,instagram
nest_home,ORD-NEST-001781,nest_home_user_0171,NH-HO01,home,3,10755.33,2025-11-03 11:15:00,shopee
nest_home,ORD-NEST-001869,nest_home_user_0189,NH-HO02,home,2,4137.86,2026-04-23 19:33:00,instagram
loom_fashion,ORD-LOOM-000848,loom_fashion_user_0161,LF-FA01,fashion,3,4386.6,2025-09-13 19:05:00,shopee
nest_home,ORD-NEST-001439,nest_home_user_0049,NH-HO03,home,2,4928.02,2025-08-02 08:19:00,website
aura_beauty,ORD-AURA-000281,aura_beauty_user_0192,AB-SK02,skincare,1,3272.13,2025-07-23 15:11:00,shopee
nest_home,ORD-NEST-001492,nest_home_user_0189,NH-FA01,fashion,3,10831.74,2025-07-14 21:43:00,website
aura_beauty,ORD-AURA-000502,aura_beauty_user_0163,AB-SK03,skincare,2,5732.46,2025-08-29 01:55:00,instagram
nest_home,ORD-NEST-001932,nest_home_user_0062,NH-HO01,home,1,2767.52,2025-03-01 08:14:00,website
loom_fashion,ORD-LOOM-001316,loom_fashion_user_0168,LF-FA04,fashion,3,12282.36,2025-06-20 04:51:00,website
loom_fashion,ORD-LOOM-001113,loom_fashion_user_0054,LF-FA02,fashion,2,6998.78,2026-03-30 03:21:00,shopee
nest_home,ORD-NEST-001946,nest_home_user_0114,NH-FA01,fashion,1,5398.98,2026-04-22 00:19:00,shopee
nest_home,ORD-NEST-001832,nest_home_user_0176,NH-HO04,home,3,7356.9,2025-09-12 09:49:00,instagram
nest_home,ORD-NEST-001933,nest_home_user_0011,NH-HO01,home,1,3794.17,2025-12-24 07:30:00,website
loom_fashion,ORD-LOOM-001000,loom_fashion_user_0095,LF-BE02,beauty,3,9837.21,2025-07-03 21:06:00,website
nest_home,ORD-NEST-001531,nest_home_user_0074,NH-HO04,home,3,10461.27,2025-03-12 19:16:00,shopee
aura_beauty,ORD-AURA-000651,aura_beauty_user_0199,AB-SK02,skincare,2,2973.12,2025-12-11 16:31:00,instagram
loom_fashion,ORD-LOOM-001275,loom_fashion_user_0005,LF-FA02,fashion,2,1709.18,2025-04-09 04:27:00,website
aura_beauty,ORD-AURA-000680,aura_beauty_user_0195,AB-BE01,beauty,1,1889.28,2025-12-18 19:21:00,instagram
loom_fashion,ORD-LOOM-001091,loom_fashion_user_0081,GEN-SK01,skincare,1,1882.33,2025-08-04 17:28:00,website
nest_home,ORD-NEST-001983,nest_home_user_0145,NH-FA01,fashion,1,1267.37,2025-03-09 23:38:00,website
aura_beauty,ORD-AURA-000532,aura_beauty_user_0039,AB-SK02,skincare,2,2921.06,2025-12-13 20:24:00,instagram
aura_beauty,ORD-AURA-000676,aura_beauty_user_0032,GEN-FA01,fashion,3,7572.69,2026-01-17 17:33:00,shopee
aura_beauty,ORD-AURA-000388,aura_beauty_user_0032,AB-BE01,beauty,1,2240.41,2026-03-05 14:01:00,website
nest_home,ORD-NEST-001995,nest_home_user_0083,GEN-SK02,skincare,2,1428.26,2025-08-10 01:55:00,shopee
loom_fashion,ORD-LOOM-001312,loom_fashion_user_0128,GEN-SK02,skincare,3,12592.02,2025-06-28 03:17:00,shopee
loom_fashion,ORD-LOOM-000954,loom_fashion_user_0125,LF-FA02,fashion,1,1743.57,2026-02-28 09:29:00,shopee
loom_fashion,ORD-LOOM-000909,loom_fashion_user_0034,LF-BE01,beauty,2,5331.02,2025-02-09 03:52:00,website
loom_fashion,ORD-LOOM-001179,loom_fashion_user_0004,LF-FA02,fashion,3,8109.36,2025-03-21 06:00:00,shopee
nest_home,ORD-NEST-001738,nest_home_user_0091,NH-HO04,home,2,3258.72,2026-04-16 06:49:00,website
nest_home,ORD-NEST-001884,nest_home_user_0178,NH-HO04,home,1,5175.85,2025-07-14 12:02:00,instagram
loom_fashion,ORD-LOOM-001329,loom_fashion_user_0101,GEN-HO01,home,3,4796.7,2025-11-13 01:14:00,website
aura_beauty,ORD-AURA-000212,aura_beauty_user_0115,AB-SK04,skincare,3,8430.96,2026-01-24 22:30:00,instagram
aura_beauty,ORD-AURA-000350,aura_beauty_user_0182,AB-SK02,skincare,3,7901.25,2025-01-14 23:29:00,website
nest_home,ORD-NEST-001749,nest_home_user_0029,NH-HO02,home,3,14020.59,2025-12-09 05:23:00,website
nest_home,ORD-NEST-001519,nest_home_user_0028,NH-HO03,home,3,12577.32,2025-11-04 07:22:00,website
aura_beauty,ORD-AURA-000015,aura_beauty_user_0153,AB-BE01,beauty,1,2243.93,2026-02-10 21:27:00,website
aura_beauty,ORD-AURA-000114,aura_beauty_user_0178,AB-SK03,skincare,3,2369.67,2025-03-24 10:26:00,shopee
aura_beauty,ORD-AURA-000216,aura_beauty_user_0158,AB-BE03,beauty,1,2497.27,2025-05-30 13:00:00,shopee
aura_beauty,ORD-AURA-000668,aura_beauty_user_0075,AB-SK03,skincare,2,2043.66,2025-02-05 05:08:00,website
aura_beauty,ORD-AURA-000003,aura_beauty_user_0108,AB-BE01,beauty,3,3155.91,2025-11-29 22:34:00,website
